14,57,57,57,14,25,14,14,14,24,14,14,14,14,14,14
15,0,0,0,0,0,0,38,0,0,0,0,0,0,0,14
14,0,0,41,0,0,0,28,0,0,0,0,0,0,0,14
14,0,0,0,0,0,0,38,37,0,0,0,0,0,0,15
14,0,0,0,8,0,0,8,5,6,5,8,0,0,32,25
14,31,0,0,38,0,0,0,0,0,0,38,0,0,0,14
25,0,0,0,38,0,0,0,0,0,0,38,0,0,0,14
14,0,0,0,8,5,6,5,8,0,0,28,0,0,0,68
66,0,0,31,38,1,3,1,3,1,3,28,0,32,0,68
66,0,0,0,28,21,23,21,23,21,23,38,0,0,0,68
66,0,0,0,38,17,0,0,0,0,0,38,0,0,0,14
66,0,0,0,8,5,5,6,6,5,5,8,42,0,0,14
66,0,32,0,0,0,0,0,0,31,0,0,0,0,0,14
66,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14
66,0,0,0,0,40,0,0,0,0,0,0,0,0,0,15
14,15,24,14,14,14,25,77,77,14,15,14,77,77,77,14
