6,5,8,31,32,43,44,43,44,42,41,41,42,8,5,6
24,25,66,1,3,0,1,2,2,3,0,0,0,42,25,24
14,15,66,11,13,0,11,12,12,13,0,0,0,32,15,14
14,24,66,21,23,0,21,22,22,23,0,0,46,31,24,14
14,14,20,0,0,33,34,30,42,42,40,42,42,42,14,14
24,14,42,0,0,10,32,31,41,41,42,31,32,42,14,24
14,15,42,0,0,20,31,32,41,41,42,31,32,42,15,14
25,24,42,0,0,0,1,2,2,3,0,1,3,68,24,25
14,14,31,0,0,0,11,12,12,13,0,11,13,68,14,14
24,25,32,0,0,0,21,22,22,23,0,21,23,32,25,24
14,15,20,77,77,31,10,41,43,44,35,0,0,31,15,14
14,24,41,41,41,42,20,30,33,34,45,0,0,32,24,14
14,14,41,42,42,32,41,43,44,31,42,0,0,31,14,14
24,14,32,0,0,0,0,0,0,0,0,0,0,32,14,24
25,15,31,27,0,0,0,0,0,0,0,0,0,31,15,25
6,5,8,40,31,31,32,41,43,44,42,77,77,8,5,6
