8,5,5,5,64,57,57,57,57,57,57,57,65,5,5,8
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,38
14,14,15,14,77,77,77,77,77,77,77,77,55,0,0,28
14,24,14,14,14,14,14,24,14,14,14,25,14,0,0,38
38,57,57,14,0,0,0,0,0,0,14,0,0,0,0,38
28,0,0,0,0,0,25,0,0,0,0,0,0,0,0,28
38,0,0,0,0,0,14,0,0,0,0,0,15,0,0,38
38,0,0,14,14,14,14,15,14,77,77,77,14,14,24,14
28,0,0,14,24,14,14,14,14,14,14,14,25,15,14,14
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
28,0,0,0,0,0,0,14,14,0,0,0,0,0,0,28
38,0,0,0,0,0,0,28,28,0,0,0,0,0,26,38
38,15,14,14,14,77,77,38,38,77,77,14,14,15,14,38
8,5,5,6,6,5,5,8,8,5,5,6,6,5,5,8
