14,24,15,14,14,14,14,25,14,14,14,14,15,14,14,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,14,14,15,56,14,24,14,58,25,24,15,0,0,0,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,0,0,14,14,15,56,15,14,15,58,15,14,14,24,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14
24,8,5,8,0,0,8,5,8,0,0,0,8,5,8,14
15,38,0,38,0,0,38,0,38,0,0,0,38,0,38,24
14,28,0,28,0,0,28,0,28,0,0,0,28,0,28,14
14,38,77,38,77,77,38,77,38,77,77,77,38,77,38,14
