8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
38,0,1,3,0,1,3,0,0,1,3,0,1,3,0,38
38,0,21,23,0,21,23,0,0,21,23,0,21,23,0,38
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
38,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38
38,0,0,0,0,0,0,0,0,0,0,41,31,42,10,38
28,0,0,0,0,0,0,0,10,0,0,32,33,34,20,28
38,37,0,0,0,0,43,44,20,31,41,42,41,31,42,38
38,15,14,14,14,14,14,14,25,14,14,14,14,14,14,38
38,14,14,24,14,14,14,14,14,14,14,25,14,14,15,38
28,14,14,14,14,14,14,14,15,14,14,14,14,14,14,28
38,14,14,14,14,14,14,25,14,14,14,14,14,14,14,38
38,15,14,14,25,14,14,14,14,14,14,24,14,14,14,38
38,14,14,14,14,14,14,15,14,14,14,14,14,14,14,38
