24,14,15,25,14,14,15,14,25,14,14,24,14,25,14,15
14,1,3,0,1,3,38,66,1,3,1,2,3,1,3,14
14,21,23,0,21,23,38,66,21,23,21,22,23,21,23,25
25,0,0,43,44,0,38,66,0,0,8,5,8,0,0,14
66,0,0,0,0,0,38,66,0,0,38,40,38,0,0,15
66,0,0,0,0,0,48,65,0,0,8,5,8,0,0,14
66,0,0,32,0,0,0,0,0,0,0,0,0,0,0,14
66,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14
66,0,0,0,0,0,0,62,0,0,83,85,0,0,0,14
66,0,0,83,84,84,85,72,0,0,0,0,0,0,0,25
14,0,0,1,2,2,3,72,0,0,0,0,0,0,41,14
25,0,0,21,22,22,23,72,0,0,8,84,8,5,5,14
14,0,0,8,5,5,8,72,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,72,0,0,0,0,0,0,0,14
14,0,0,0,0,0,17,72,33,34,0,0,0,0,37,15
14,24,14,25,14,15,14,24,25,14,15,77,14,24,14,14
