8,5,6,5,6,5,6,5,5,6,5,6,5,6,5,8
38,57,65,0,0,0,0,0,0,0,0,0,0,0,0,15
28,0,0,0,0,0,0,0,0,62,14,14,0,0,0,68
38,37,0,0,0,0,0,0,0,72,14,24,0,0,0,68
28,14,24,14,15,14,14,25,14,14,15,14,0,0,4,8
38,0,0,0,0,0,14,0,0,0,0,0,0,0,0,38
28,0,14,14,0,0,15,0,0,0,0,0,0,0,0,28
38,0,25,66,0,0,0,0,0,54,77,77,77,77,77,38
28,0,0,66,0,0,0,0,0,68,15,14,14,24,14,28
38,0,0,14,0,0,0,0,0,68,14,1,2,2,3,38
28,0,0,72,0,0,0,0,0,14,15,11,12,12,13,28
38,0,0,82,14,84,84,14,24,14,14,21,22,22,23,38
28,0,0,0,0,0,0,0,14,14,25,0,0,0,0,28
38,0,0,0,0,0,0,0,0,0,14,0,0,0,32,38
8,0,0,0,0,0,0,54,25,0,0,0,0,31,41,8
14,77,25,77,77,15,77,78,14,15,14,24,14,14,15,14
