14,15,14,14,14,14,14,14,25,14,14,14,14,14,14,15
14,0,0,0,0,0,0,0,0,0,0,0,0,0,68,14
14,0,0,1,3,0,0,0,0,0,31,0,0,0,68,14
14,37,0,21,23,0,0,0,0,0,0,0,0,0,68,24
14,5,5,6,5,8,0,0,0,0,0,40,0,0,68,14
14,0,0,0,0,0,0,1,3,0,0,0,0,0,68,14
25,0,0,0,0,0,0,21,23,0,0,0,31,0,68,14
14,0,0,0,0,0,0,0,0,0,0,0,0,0,68,15
15,8,0,0,8,84,84,84,84,85,0,0,83,85,64,14
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
66,0,1,2,2,2,2,2,3,0,0,0,0,0,0,14
66,0,11,12,12,12,12,12,13,0,43,44,84,84,84,14
66,0,21,22,22,22,22,22,23,0,82,0,0,0,0,25
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
66,0,33,34,0,0,0,0,0,0,0,0,0,0,17,14
76,77,77,77,77,77,77,77,77,77,77,77,14,14,14,14
