14,24,14,14,14,14,15,14,14,25,14,14,14,14,14,24
14,15,14,14,14,0,0,0,0,0,0,0,0,0,0,14
14,14,25,65,0,0,0,0,0,0,0,0,0,0,0,14
14,14,65,0,0,0,0,0,0,8,6,8,0,0,0,14
24,14,0,0,1,3,0,0,54,65,0,0,1,3,0,25
14,0,0,0,21,23,0,41,65,0,0,0,21,23,0,14
14,0,0,0,0,0,54,65,0,0,0,0,8,5,5,14
14,0,0,0,0,41,65,0,0,0,0,43,44,0,26,14
14,0,0,0,8,65,0,0,0,0,54,65,0,0,0,14
14,37,0,0,38,0,0,0,0,43,44,0,0,0,0,14
25,14,14,14,48,0,0,0,54,65,0,0,0,0,54,14
14,10,35,14,0,0,0,43,44,0,0,0,0,54,14,14
14,20,45,15,0,0,0,1,3,0,0,0,54,14,14,24
15,33,34,14,0,0,0,21,23,0,0,25,14,14,14,14
14,30,41,25,0,0,0,0,0,0,0,14,15,24,14,14
24,14,14,14,14,14,14,15,14,14,25,14,14,14,14,15
