14,14,14,14,15,14,14,14,14,24,14,14,14,14,14,14
14,0,0,0,0,0,38,62,0,0,1,2,3,0,0,14
14,0,0,0,0,0,38,72,0,0,21,22,23,0,0,14
25,0,0,33,34,0,28,72,0,0,8,5,8,0,0,14
66,0,0,0,0,0,38,72,0,0,38,0,38,0,0,14
66,0,0,0,0,0,8,82,0,0,8,5,8,0,0,14
66,0,0,35,0,0,0,0,0,0,0,0,0,0,0,14
66,0,0,45,0,0,0,0,0,0,0,0,0,0,0,25
66,0,0,0,0,0,0,62,0,0,83,85,0,0,0,14
66,0,0,83,84,84,85,72,0,0,0,0,0,0,0,14
24,0,0,1,2,2,3,72,0,0,0,0,0,0,0,14
14,0,0,21,22,22,23,72,0,0,30,84,8,5,5,14
14,0,0,8,7,7,8,72,0,0,0,0,0,0,0,15
15,0,0,0,0,0,0,72,0,0,0,0,0,0,0,14
14,0,0,0,0,0,17,72,0,0,0,0,0,0,37,14
14,25,14,14,14,14,14,15,14,14,14,77,14,14,24,14
