15,14,38,15,14,14,14,14,14,14,15,14,14,38,24,14
14,15,38,25,14,14,24,14,14,14,14,14,14,38,14,25
5,5,8,41,31,42,32,41,43,44,32,42,41,8,5,5
15,14,66,1,3,0,0,0,0,0,0,0,0,41,14,14
14,14,66,21,23,0,0,0,0,0,0,0,37,32,14,14
14,14,10,0,0,33,34,32,31,31,31,42,32,10,14,14
24,14,20,0,0,41,31,42,43,44,30,41,42,20,14,14
14,14,41,0,0,0,0,0,0,0,0,1,3,68,14,25
14,14,31,0,0,0,0,0,0,0,0,21,23,68,14,14
14,14,32,77,77,42,41,42,10,42,41,0,0,42,14,14
15,14,42,41,32,42,32,41,20,31,31,0,0,32,14,14
14,25,10,0,0,0,0,0,0,0,0,0,0,35,14,14
14,14,20,27,0,0,0,0,0,0,0,0,0,45,25,14
5,5,8,43,44,41,42,31,42,41,32,77,77,8,5,5
25,14,38,14,14,14,15,14,14,14,14,24,14,38,14,14
14,14,38,14,24,14,14,25,14,14,14,14,14,38,25,14
