14,24,14,14,14,14,14,14,15,14,14,14,14,14,14,25
14,16,0,0,64,58,63,63,63,63,63,63,63,63,63,14
25,0,0,0,0,64,58,63,63,63,63,63,63,63,63,14
14,0,0,0,0,0,8,57,58,63,63,63,63,63,63,24
14,8,0,0,0,0,0,0,68,63,63,63,63,63,63,14
14,66,0,0,0,0,0,0,64,58,63,63,63,63,63,15
14,76,77,55,0,0,0,0,0,64,58,63,63,63,63,14
15,63,63,76,55,0,0,0,0,0,8,57,58,63,63,14
14,63,63,63,76,8,0,0,0,0,0,0,68,63,63,14
24,63,63,63,63,66,0,0,0,0,0,0,64,58,63,14
14,63,63,63,63,76,77,55,0,0,0,0,0,64,58,14
14,63,63,63,63,63,63,76,55,0,0,0,0,0,8,14
14,63,63,63,63,63,63,63,76,8,0,0,0,0,0,25
14,63,63,63,63,63,63,63,63,66,0,0,0,0,0,14
14,63,63,63,63,63,63,63,63,76,77,55,0,0,37,14
14,25,14,14,14,14,14,24,14,14,14,14,15,14,14,14
